No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,time_of_day
36,2013,3,2,11,6.0,13.0,23.0,74.0,700.0,12.0,2.2,1028.2,-16.8,0.0,SSW,3.1,Wanliu,Siang
37,2013,3,2,12,16.0,18.0,24.0,73.0,800.0,17.0,2.7,1027.3,-16.4,0.0,WSW,2.7,Wanliu,Siang
38,2013,3,2,13,19.0,27.0,28.0,68.0,700.0,25.0,3.3,1025.7,-16.4,0.0,W,1.5,Wanliu,Siang
39,2013,3,2,14,32.0,36.0,23.0,63.0,700.0,31.0,3.8,1024.8,-16.0,0.0,SE,1.3,Wanliu,Siang
40,2013,3,2,15,31.0,37.0,24.0,65.0,800.0,33.0,3.9,1024.1,-16.5,0.0,WNW,1.2,Wanliu,Siang
41,2013,3,2,16,34.0,42.0,32.0,73.0,1100.0,27.0,3.5,1023.6,-15.2,0.0,WSW,2.5,Wanliu,Siang
42,2013,3,2,17,47.0,70.0,41.0,80.0,1100.0,21.0,2.2,1023.4,-13.6,0.0,SSE,0.4,Wanliu,Siang
43,2013,3,2,18,58.0,83.0,49.0,85.0,1100.0,15.0,1.2,1023.2,-12.3,0.0,W,0.9,Wanliu,Malam
44,2013,3,2,19,65.0,94.0,51.0,94.0,1200.0,3.0,1.5,1022.9,-13.8,0.0,NE,1.2,Wanliu,Malam
45,2013,3,2,20,78.0,108.0,55.0,101.0,1500.0,2.0,1.2,1022.9,-14.1,0.0,NNE,1.2,Wanliu,Malam
46,2013,3,2,21,84.0,122.0,68.0,103.0,2200.0,2.0,0.6,1022.6,-14.2,0.0,NE,1.3,Wanliu,Malam
47,2013,3,2,22,88.0,132.0,65.0,104.0,2000.0,2.0,-0.6,1022.3,-13.9,0.0,NNE,1.4,Wanliu,Malam
48,2013,3,2,23,84.0,116.0,62.0,100.0,2100.0,2.0,-0.8,1021.1,-13.4,0.0,N,1.3,Wanliu,Malam
49,2013,3,3,0,88.0,127.0,69.0,98.0,2799.0,2.0,-1.4,1020.4,-13.0,0.0,NNE,1.2,Wanliu,Malam
50,2013,3,3,1,104.0,145.0,78.0,97.0,3000.0,2.0,-2.0,1019.4,-13.2,0.0,NE,1.2,Wanliu,Malam
51,2013,3,3,2,106.0,142.0,72.0,94.0,2899.0,2.0,-2.8,1018.3,-12.3,0.0,NE,1.4,Wanliu,Malam
52,2013,3,3,3,96.0,147.0,55.0,88.0,2799.0,2.0,-2.6,1017.2,-13.2,0.0,NE,1.2,Wanliu,Malam
53,2013,3,3,4,89.0,130.0,54.0,88.0,2500.0,2.0,-4.3,1016.9,-11.8,0.0,NNE,0.9,Wanliu,Malam
54,2013,3,3,5,79.0,102.0,48.0,89.0,2299.0,2.0,-5.6,1016.3,-10.9,0.0,N,0.8,Wanliu,Malam
55,2013,3,3,6,81.0,107.0,50.0,86.0,2899.0,2.0,-5.8,1016.2,-11.0,0.0,NNE,0.8,Wanliu,Siang
56,2013,3,3,7,90.0,140.0,45.0,83.0,3799.0,2.0,-3.1,1016.5,-11.1,0.0,NE,1.5,Wanliu,Siang
57,2013,3,3,8,100.0,171.0,51.0,82.0,4400.0,2.0,0.7,1016.2,-13.0,0.0,NNE,2.3,Wanliu,Siang
58,2013,3,3,9,108.0,181.0,97.0,89.0,3299.0,2.0,3.5,1015.8,-13.8,0.0,NNE,0.4,Wanliu,Siang
59,2013,3,3,10,100.0,147.0,90.0,94.0,2600.0,2.0,6.5,1014.9,-13.2,0.0,N,1.3,Wanliu,Siang
60,2013,3,3,11,97.0,135.0,78.0,98.0,2399.0,2.0,11.4,1013.8,-10.8,0.0,ESE,0.9,Wanliu,Siang
61,2013,3,3,12,101.0,134.0,79.0,109.0,2500.0,2.0,13.8,1012.5,-13.3,0.0,W,1.1,Wanliu,Siang
62,2013,3,3,13,107.0,147.0,60.0,102.0,1899.0,11.0,16.0,1011.5,-13.5,0.0,W,5.9,Wanliu,Siang
63,2013,3,3,14,84.0,114.0,25.0,67.0,900.0,40.0,16.7,1010.8,-14.0,0.0,WNW,4.3,Wanliu,Siang
64,2013,3,3,15,43.0,82.0,15.0,49.0,600.0,53.0,16.9,1010.5,-12.7,0.0,WNW,2.0,Wanliu,Siang
65,2013,3,3,16,26.0,89.0,22.0,61.0,700.0,44.0,16.4,1010.6,-15.4,0.0,NW,2.9,Wanliu,Siang
66,2013,3,3,17,50.0,132.0,21.0,67.0,700.0,42.0,13.1,1011.1,-10.1,0.0,WSW,1.7,Wanliu,Siang
67,2013,3,3,18,41.0,93.0,28.0,77.0,900.0,30.0,8.7,1012.3,-11.3,0.0,NW,1.6,Wanliu,Malam
68,2013,3,3,19,68.0,196.0,69.0,131.0,1899.0,2.0,12.2,1013.4,-13.7,0.0,NNW,2.0,Wanliu,Malam
69,2013,3,3,20,145.0,294.0,39.0,97.0,1300.0,11.0,11.7,1013.5,-12.6,0.0,N,0.9,Wanliu,Malam
70,2013,3,3,21,79.0,91.0,17.0,69.0,700.0,24.0,5.3,1013.6,-10.9,0.0,N,0.0,Wanliu,Malam
71,2013,3,3,22,24.0,40.0,18.0,83.0,900.0,5.0,3.1,1014.1,-10.2,0.0,NNE,1.8,Wanliu,Malam
72,2013,3,3,23,17.0,52.0,25.0,89.0,1100.0,2.0,5.2,1014.8,-10.6,0.0,NNW,1.7,Wanliu,Malam
73,2013,3,4,0,19.0,70.0,45.0,90.0,2399.0,2.0,7.7,1015.7,-11.1,0.0,N,2.6,Wanliu,Malam
74,2013,3,4,1,44.0,117.0,49.0,89.0,2299.0,2.0,8.2,1016.7,-11.7,0.0,N,2.8,Wanliu,Malam
75,2013,3,4,2,42.0,93.0,24.0,67.0,800.0,15.0,8.1,1016.7,-11.8,0.0,N,4.3,Wanliu,Malam
76,2013,3,4,3,18.0,29.0,17.0,50.0,600.0,35.0,7.2,1016.9,-11.6,0.0,N,2.8,Wanliu,Malam
77,2013,3,4,4,10.0,23.0,20.0,40.0,500.0,40.0,6.0,1018.0,-11.6,0.0,NNW,1.0,Wanliu,Malam
78,2013,3,4,5,12.0,34.0,22.0,43.0,500.0,33.0,2.7,1018.6,-10.9,0.0,SSE,0.5,Wanliu,Malam
79,2013,3,4,6,8.0,30.0,24.0,52.0,500.0,24.0,3.8,1018.9,-11.4,0.0,N,2.3,Wanliu,Siang
80,2013,3,4,7,8.0,32.0,28.0,68.0,800.0,5.0,6.5,1019.7,-10.7,0.0,N,2.3,Wanliu,Siang
81,2013,3,4,8,12.0,61.0,36.0,74.0,1000.0,2.0,9.0,1020.7,-12.2,0.0,NE,3.1,Wanliu,Siang
82,2013,3,4,9,19.0,50.0,40.0,66.0,900.0,16.0,10.6,1020.8,-12.1,0.0,NNE,1.3,Wanliu,Siang
83,2013,3,4,10,14.0,25.0,23.0,49.0,600.0,38.0,11.9,1020.4,-12.4,0.0,NE,2.1,Wanliu,Siang
84,2013,3,4,11,4.0,9.0,19.0,47.0,500.0,44.0,13.1,1020.0,-13.0,0.0,NE,3.0,Wanliu,Siang
85,2013,3,4,12,11.0,19.0,17.0,44.0,500.0,50.0,14.2,1018.9,-13.9,0.0,N,2.7,Wanliu,Siang
86,2013,3,4,13,3.0,8.0,12.0,41.0,400.0,58.0,15.3,1017.8,-13.0,0.0,S,2.0,Wanliu,Siang
87,2013,3,4,14,3.0,8.0,11.0,43.0,400.0,60.0,15.2,1017.0,-13.1,0.0,SW,0.7,Wanliu,Siang
88,2013,3,4,15,10.0,16.0,15.0,53.0,500.0,52.0,15.3,1016.3,-13.0,0.0,SSW,2.4,Wanliu,Siang
89,2013,3,4,16,18.0,23.0,18.0,61.0,600.0,56.0,14.5,1015.7,-13.7,0.0,S,2.6,Wanliu,Siang
90,2013,3,4,17,22.0,70.0,15.0,68.0,600.0,58.0,12.7,1015.9,-11.8,0.0,SW,2.6,Wanliu,Siang
91,2013,3,4,18,29.0,70.0,17.0,79.0,700.0,43.0,11.6,1016.5,-11.3,0.0,SSW,3.4,Wanliu,Malam
92,2013,3,4,19,33.0,73.0,17.0,86.0,700.0,32.0,10.9,1016.6,-10.6,0.0,SW,3.5,Wanliu,Malam
93,2013,3,4,20,34.0,84.0,25.0,88.0,800.0,25.0,9.9,1016.9,-10.3,0.0,SSW,3.1,Wanliu,Malam
94,2013,3,4,21,44.0,88.0,43.0,97.0,1000.0,10.0,8.4,1016.9,-10.0,0.0,SSW,2.1,Wanliu,Malam
95,2013,3,4,22,62.0,109.0,51.0,103.0,1100.0,2.0,8.6,1016.3,-9.9,0.0,SSW,2.4,Wanliu,Malam
96,2013,3,4,23,70.0,116.0,62.0,106.0,1200.0,60.0,7.7,1015.7,-9.3,0.0,SW,2.1,Wanliu,Malam
97,2013,3,5,0,87.0,153.0,55.0,104.0,1200.0,60.0,4.7,1015.2,-9.1,0.0,SW,1.6,Wanliu,Malam
98,2013,3,5,1,100.0,170.0,64.0,101.0,1399.0,60.0,1.1,1014.7,-7.9,0.0,SW,0.0,Wanliu,Malam
99,2013,3,5,2,113.0,167.0,,99.0,1700.0,60.0,-0.6,1014.4,-8.1,0.0,N,0.0,Wanliu,Malam
100,2013,3,5,3,129.0,179.0,61.0,92.0,,60.0,0.2,1014.0,-8.8,0.0,NE,1.2,Wanliu,Malam
101,2013,3,5,4,132.0,183.0,46.0,,1899.0,60.0,1.8,1013.7,-9.5,0.0,NE,1.5,Wanliu,Malam
102,2013,3,5,5,128.0,189.0,55.0,87.0,2000.0,60.0,0.6,1013.9,-9.4,0.0,N,0.8,Wanliu,Malam
103,2013,3,5,6,101.0,116.0,59.0,87.0,2100.0,60.0,-0.2,1013.4,-8.6,0.0,NE,1.3,Wanliu,Siang
104,2013,3,5,7,99.0,142.0,54.0,83.0,2700.0,60.0,2.9,1013.4,-9.1,0.0,NNE,1.3,Wanliu,Siang
105,2013,3,5,8,100.0,158.0,77.0,87.0,2899.0,60.0,5.1,1013.4,-9.1,0.0,NNE,1.2,Wanliu,Siang
106,2013,3,5,9,108.0,178.0,108.0,92.0,3100.0,60.0,7.7,1012.8,-8.4,0.0,NNE,1.5,Wanliu,Siang
107,2013,3,5,10,132.0,223.0,98.0,98.0,2700.0,60.0,9.4,1012.0,-8.2,0.0,NE,1.5,Wanliu,Siang
108,2013,3,5,11,138.0,198.0,78.0,94.0,1899.0,60.0,10.6,1011.1,-8.1,0.0,NNE,1.4,Wanliu,Siang
109,2013,3,5,12,115.0,173.0,86.0,95.0,1899.0,15.0,11.9,1009.7,-7.5,0.0,NNW,1.3,Wanliu,Siang
110,2013,3,5,13,3.0,6.0,82.0,62.0,1700.0,60.0,12.6,1008.5,-8.0,0.0,N,1.0,Wanliu,Siang
111,2013,3,5,14,3.0,138.0,82.0,123.0,1800.0,58.0,13.5,1007.7,-7.8,0.0,NNE,1.4,Wanliu,Siang
112,2013,3,5,15,3.0,183.0,89.0,139.0,1899.0,58.0,13.8,1007.2,-7.6,0.0,NE,1.2,Wanliu,Siang
113,2013,3,5,16,167.0,195.0,92.0,150.0,2100.0,58.0,13.2,1007.1,-7.0,0.0,NE,2.0,Wanliu,Siang
114,2013,3,5,17,168.0,201.0,80.0,167.0,2299.0,43.0,12.1,1007.7,-6.4,0.0,NNE,1.6,Wanliu,Siang
115,2013,3,5,18,182.0,225.0,98.0,177.0,2700.0,32.0,9.0,1008.2,-5.7,0.0,NE,1.4,Wanliu,Malam
116,2013,3,5,19,209.0,270.0,100.0,179.0,3000.0,25.0,5.3,1008.5,-4.8,0.0,NNE,0.0,Wanliu,Malam
117,2013,3,5,20,225.0,293.0,89.0,169.0,3500.0,24.0,3.3,1008.7,-4.7,0.0,N,0.2,Wanliu,Malam
118,2013,3,5,21,237.0,316.0,100.0,168.0,4799.0,24.0,2.9,1009.0,-4.6,0.0,NNE,1.2,Wanliu,Malam
119,2013,3,5,22,270.0,343.0,98.0,172.0,4700.0,24.0,5.2,1008.9,-6.1,0.0,NE,1.1,Wanliu,Malam
120,2013,3,5,23,268.0,328.0,106.0,158.0,4200.0,24.0,4.9,1008.4,-6.1,0.0,NE,1.4,Wanliu,Malam
121,2013,3,6,0,243.0,274.0,82.0,142.0,3299.0,24.0,4.9,1008.5,-6.4,0.0,NE,1.2,Wanliu,Malam
122,2013,3,6,1,213.0,239.0,76.0,137.0,3000.0,24.0,4.8,1008.3,-5.9,0.0,NE,1.5,Wanliu,Malam
123,2013,3,6,2,200.0,220.0,62.0,134.0,3100.0,24.0,4.1,1007.8,-5.9,0.0,NE,1.9,Wanliu,Malam
124,2013,3,6,3,206.0,233.0,62.0,130.0,3899.0,24.0,4.0,1007.6,-6.3,0.0,NE,1.9,Wanliu,Malam
125,2013,3,6,4,217.0,248.0,66.0,123.0,3799.0,24.0,3.9,1007.3,-6.1,0.0,NE,1.4,Wanliu,Malam
126,2013,3,6,5,216.0,234.0,63.0,121.0,2899.0,24.0,4.1,1007.8,-5.7,0.0,NE,1.6,Wanliu,Malam
127,2013,3,6,6,193.0,227.0,63.0,119.0,2899.0,24.0,4.5,1008.4,-5.3,0.0,NE,2.0,Wanliu,Siang
128,2013,3,6,7,198.0,241.0,62.0,114.0,3299.0,24.0,5.7,1009.3,-5.0,0.0,NE,1.7,Wanliu,Siang
129,2013,3,6,8,205.0,260.0,97.0,117.0,3200.0,24.0,6.6,1009.3,-4.8,0.0,NE,1.7,Wanliu,Siang
130,2013,3,6,9,212.0,274.0,104.0,104.0,3100.0,24.0,7.5,1009.1,-4.6,0.0,NE,1.7,Wanliu,Siang
131,2013,3,6,10,200.0,254.0,109.0,108.0,3600.0,24.0,8.7,1008.6,-4.5,0.0,NE,1.5,Wanliu,Siang
132,2013,3,6,11,218.0,278.0,124.0,116.0,3399.0,24.0,10.1,1007.7,-4.7,0.0,NE,1.4,Wanliu,Siang
133,2013,3,6,12,221.0,285.0,118.0,122.0,3100.0,24.0,11.1,1006.9,-4.2,0.0,ENE,0.4,Wanliu,Siang
134,2013,3,6,13,246.0,295.0,118.0,127.0,2799.0,24.0,12.6,1005.8,-3.7,0.0,WSW,1.5,Wanliu,Siang
135,2013,3,6,14,246.0,273.0,118.0,125.0,2500.0,18.0,14.5,1005.5,-3.3,0.0,SSE,1.6,Wanliu,Siang
136,2013,3,6,15,239.0,259.0,137.0,134.0,2799.0,13.0,14.7,1005.5,-3.2,0.0,SSW,2.5,Wanliu,Siang
137,2013,3,6,16,249.0,298.0,138.0,158.0,3500.0,3.0,14.2,1005.5,-3.2,0.0,S,1.4,Wanliu,Siang
138,2013,3,6,17,259.0,330.0,141.0,152.0,3200.0,3.0,11.6,1005.9,-3.4,0.0,SSW,1.1,Wanliu,Siang
139,2013,3,6,18,248.0,311.0,136.0,147.0,3200.0,3.0,6.8,1006.8,-2.9,0.0,WSW,0.9,Wanliu,Malam
140,2013,3,6,19,244.0,317.0,130.0,146.0,3600.0,3.0,5.1,1007.6,-2.5,0.0,WSW,1.2,Wanliu,Malam
141,2013,3,6,20,251.0,332.0,134.0,146.0,3600.0,3.0,4.4,1008.2,-2.5,0.0,SSW,1.1,Wanliu,Malam
142,2013,3,6,21,253.0,313.0,126.0,141.0,3799.0,3.0,3.8,1007.7,-2.2,0.0,WSW,1.9,Wanliu,Malam
143,2013,3,6,22,266.0,322.0,133.0,138.0,4000.0,3.0,2.4,1007.3,-2.5,0.0,WSW,1.2,Wanliu,Malam
144,2013,3,6,23,266.0,328.0,104.0,129.0,4299.0,3.0,2.3,1007.2,-2.4,0.0,NNE,1.3,Wanliu,Malam
145,2013,3,7,0,270.0,347.0,108.0,129.0,4500.0,3.0,1.5,1007.1,-2.6,0.0,NNE,0.8,Wanliu,Malam
146,2013,3,7,1,276.0,349.0,99.0,124.0,4200.0,3.0,0.7,1007.1,-2.7,0.0,SE,1.2,Wanliu,Malam
147,2013,3,7,2,257.0,323.0,82.0,118.0,4200.0,3.0,1.5,1006.9,-2.5,0.0,NNE,0.6,Wanliu,Malam
148,2013,3,7,3,237.0,310.0,47.0,109.0,4400.0,3.0,0.3,1006.5,-2.7,0.0,WNW,1.7,Wanliu,Malam
149,2013,3,7,4,238.0,310.0,41.0,103.0,4900.0,3.0,-0.9,1006.4,-3.3,0.0,N,0.5,Wanliu,Malam
150,2013,3,7,5,242.0,309.0,35.0,103.0,6299.0,3.0,1.6,1006.7,-1.5,0.0,NNE,1.7,Wanliu,Malam
151,2013,3,7,6,254.0,325.0,35.0,102.0,6900.0,3.0,0.3,1006.6,-2.7,0.0,SW,0.4,Wanliu,Siang
152,2013,3,7,7,266.0,337.0,36.0,103.0,8099.0,3.0,2.4,1006.8,-1.4,0.0,NNE,1.5,Wanliu,Siang
153,2013,3,7,8,333.0,414.0,54.0,114.0,8400.0,3.0,8.3,1006.5,-1.0,0.0,NNE,0.8,Wanliu,Siang
154,2013,3,7,9,379.0,506.0,138.0,137.0,7900.0,3.0,10.1,1006.1,-0.7,0.0,W,0.6,Wanliu,Siang
155,2013,3,7,10,370.0,504.0,137.0,167.0,7099.0,3.0,12.7,1005.5,-1.6,0.0,ENE,1.2,Wanliu,Siang
156,2013,3,7,11,399.0,493.0,146.0,176.0,6200.0,3.0,16.5,1003.6,-1.6,0.0,WSW,1.7,Wanliu,Siang
157,2013,3,7,12,347.0,401.0,136.0,173.0,4500.0,3.0,17.1,1001.6,-3.1,0.0,SSW,3.7,Wanliu,Siang
158,2013,3,7,13,276.0,295.0,81.0,170.0,3799.0,5.0,17.7,1000.2,-3.2,0.0,SW,3.1,Wanliu,Siang
159,2013,3,7,14,202.0,240.0,84.0,133.0,2899.0,35.0,18.3,998.6,-3.2,0.0,SSW,3.6,Wanliu,Siang
160,2013,3,7,15,244.0,246.0,57.0,96.0,2100.0,48.0,18.6,997.6,-1.8,0.0,SSW,3.3,Wanliu,Siang
161,2013,3,7,16,3.0,6.0,52.0,70.0,1800.0,68.0,17.9,997.2,-0.9,0.0,SW,1.9,Wanliu,Siang
162,2013,3,7,17,3.0,6.0,70.0,88.0,2200.0,68.0,15.4,997.1,-1.7,0.0,NNW,1.4,Wanliu,Siang
163,2013,3,7,18,3.0,258.0,77.0,130.0,2700.0,68.0,14.4,997.4,-2.5,0.0,N,1.9,Wanliu,Malam
164,2013,3,7,19,122.0,310.0,77.0,161.0,3100.0,2.0,13.4,997.9,-2.6,0.0,NNE,1.5,Wanliu,Malam
165,2013,3,7,20,188.0,332.0,78.0,176.0,3600.0,68.0,11.8,997.7,-2.1,0.0,NE,1.5,Wanliu,Malam
166,2013,3,7,21,251.0,341.0,86.0,174.0,3899.0,68.0,9.2,997.9,-1.3,0.0,NNE,1.4,Wanliu,Malam
167,2013,3,7,22,236.0,342.0,83.0,176.0,4099.0,68.0,7.5,998.3,-1.2,0.0,NE,1.3,Wanliu,Malam
168,2013,3,7,23,316.0,336.0,80.0,174.0,5799.0,68.0,6.6,998.4,-0.9,0.0,NE,0.1,Wanliu,Malam
169,2013,3,8,0,158.0,358.0,77.0,174.0,6500.0,68.0,4.1,998.2,-1.3,0.0,N,0.0,Wanliu,Malam
170,2013,3,8,1,350.0,354.0,75.0,168.0,6799.0,68.0,3.3,998.5,-1.7,0.0,N,0.9,Wanliu,Malam
171,2013,3,8,2,313.0,373.0,62.0,151.0,6000.0,68.0,2.5,998.2,-1.9,0.0,SW,0.8,Wanliu,Malam
172,2013,3,8,3,299.0,324.0,56.0,147.0,6900.0,68.0,1.8,997.9,-1.8,0.0,SW,0.0,Wanliu,Malam
173,2013,3,8,4,287.0,342.0,58.0,144.0,7500.0,68.0,1.3,998.5,-1.8,0.0,W,1.0,Wanliu,Malam
174,2013,3,8,5,313.0,335.0,55.0,144.0,7500.0,68.0,1.4,999.0,-1.5,0.0,SW,0.8,Wanliu,Malam
175,2013,3,8,6,302.0,336.0,48.0,134.0,7599.0,68.0,1.1,999.7,-1.8,0.0,WSW,0.8,Wanliu,Siang
176,2013,3,8,7,299.0,337.0,43.0,129.0,8500.0,68.0,5.7,1000.4,0.5,0.0,NNE,1.0,Wanliu,Siang
177,2013,3,8,8,290.0,355.0,66.0,127.0,,68.0,10.9,1000.8,1.4,0.0,SE,0.7,Wanliu,Siang
178,2013,3,8,9,56.0,108.0,132.0,154.0,10000.0,68.0,16.9,1001.1,-0.4,0.0,E,1.0,Wanliu,Siang
179,2013,3,8,10,277.0,360.0,122.2368,188.6707,,68.0,19.1,1000.9,-0.4,0.0,SSW,1.9,Wanliu,Siang
180,2013,3,8,11,297.0,346.0,83.0,192.0,7299.0,68.0,20.5,1000.5,-3.3,0.0,SSW,4.4,Wanliu,Siang
181,2013,3,8,12,248.0,255.0,53.0,142.0,4400.0,68.0,21.7,999.4,-2.3,0.0,S,3.0,Wanliu,Siang
182,2013,3,8,13,195.0,254.0,40.0,96.0,2500.0,68.0,22.5,998.2,-2.3,0.0,S,3.3,Wanliu,Siang
183,2013,3,8,14,179.0,236.0,39.0,81.0,1899.0,68.0,17.4,998.3,1.4,0.0,ESE,4.5,Wanliu,Siang
184,2013,3,8,15,289.0,476.0,75.0,112.0,3700.0,68.0,13.9,999.5,1.2,0.0,ESE,2.7,Wanliu,Siang
185,2013,3,8,16,215.0,400.0,77.0,98.0,2600.0,67.0,11.9,1000.2,0.0,0.0,ESE,2.6,Wanliu,Siang
186,2013,3,8,17,142.0,242.0,58.0,78.0,1700.0,56.0,10.3,999.9,-0.5,0.0,SE,2.8,Wanliu,Siang
187,2013,3,8,18,118.0,171.0,45.0,72.0,1300.0,56.0,9.3,1000.6,-0.9,0.0,S,1.4,Wanliu,Malam
188,2013,3,8,19,75.0,127.0,40.0,68.0,1200.0,56.0,8.0,1000.5,-0.3,0.0,NE,0.8,Wanliu,Malam
189,2013,3,8,20,91.0,138.0,37.0,75.0,1300.0,56.0,7.9,1000.4,-1.6,0.0,SSW,1.4,Wanliu,Malam
190,2013,3,8,21,95.0,123.0,38.0,77.0,1300.0,56.0,7.2,1000.0,-1.5,0.0,ENE,1.6,Wanliu,Malam
191,2013,3,8,22,82.0,102.0,34.0,75.0,1300.0,56.0,6.3,999.0,-3.4,0.0,E,0.9,Wanliu,Malam
192,2013,3,8,23,85.0,117.0,43.0,78.0,1700.0,56.0,5.7,997.7,-3.4,0.0,SSW,1.0,Wanliu,Malam
193,2013,3,9,0,83.0,94.0,50.0,72.0,1899.0,56.0,3.6,996.1,-2.6,0.0,W,0.6,Wanliu,Malam
194,2013,3,9,1,87.0,88.0,45.0,67.0,2000.0,56.0,2.1,994.9,-2.6,0.0,W,1.1,Wanliu,Malam
195,2013,3,9,2,68.0,106.0,,69.0,2200.0,56.0,1.4,994.1,-3.1,0.0,W,0.0,Wanliu,Malam
196,2013,3,9,3,108.0,111.0,42.0,77.0,,56.0,1.1,993.0,-3.2,0.0,NE,1.4,Wanliu,Malam
